group_id,group_title,lesson,question_no,question_jp,romaji,meaning_vi,option_a,option_b,option_c,option_d
5,Câu hỏi / trạng từ / câu nói,Mina bài 12,1,どちら nghĩa là gì?,dochira nghĩa là gì?,どちら nghĩa là gì?,cái nào / bên nào trong 2,cả hai đều,lần đầu tiên,suốt
5,Câu hỏi / trạng từ / câu nói,Mina bài 12,2,どちらも nghĩa là gì?,dochiramo nghĩa là gì?,どちらも nghĩa là gì?,cả hai đều,cái nào trong 2,nhưng,bây giờ
5,Câu hỏi / trạng từ / câu nói,Mina bài 12,3,ずっと nghĩa là gì?,zutto nghĩa là gì?,ずっと nghĩa là gì?,hơn nhiều / suốt,lần đầu tiên,cả hai đều,nhưng
5,Câu hỏi / trạng từ / câu nói,Mina bài 12,4,はじめて nghĩa là gì?,hajimete nghĩa là gì?,はじめて nghĩa là gì?,lần đầu tiên,hơn nhiều,cả hai đều,đã về
5,Câu hỏi / trạng từ / câu nói,Mina bài 12,5,ただいま nghĩa là gì?,tadaima nghĩa là gì?,ただいま nghĩa là gì?,tôi đã về,mừng anh/chị về,tuyệt quá,mệt rồi
5,Câu hỏi / trạng từ / câu nói,Mina bài 12,6,おかえりなさい nghĩa là gì?,okaerinasai nghĩa là gì?,おかえりなさい nghĩa là gì?,mừng anh/chị về,tôi đã về,tuyệt quá,nhưng
5,Câu hỏi / trạng từ / câu nói,Mina bài 12,7,すごいですね nghĩa là gì?,sugoidesune nghĩa là gì?,すごいですね nghĩa là gì?,tuyệt quá / ghê quá,mệt rồi,tôi đã về,nhưng
5,Câu hỏi / trạng từ / câu nói,Mina bài 12,8,でも nghĩa là gì?,demo nghĩa là gì?,でも nghĩa là gì?,nhưng,cả hai đều,hơn nhiều,lần đầu tiên
5,Câu hỏi / trạng từ / câu nói,Mina bài 12,9,つかれました nghĩa là gì?,tsukaremashita nghĩa là gì?,つかれました nghĩa là gì?,mệt rồi,tôi đã về,tuyệt quá,mừng anh/chị về
5,Câu hỏi / trạng từ / câu nói,Mina bài 12,10,どちらが いいですか nghĩa là gì?,dochiraga iidesuka nghĩa là gì?,どちらが いいですか nghĩa là gì?,Cái nào tốt hơn?,Cả hai đều tốt.,Lần đầu tiên à?,Mệt rồi à?
