group_id,group_title,lesson,question_no,question_jp,romaji,meaning_vi,option_a,option_b,option_c,option_d
19,Phân biệt từ dễ nhầm / câu,Mina bài 12,1,どちら và どちらも khác nhau thế nào?,dochira và dochiramo khác nhau thế nào?,どちら và どちらも khác nhau thế nào?,どちら hỏi cái nào trong 2; どちらも là cả hai đều,どちら là cả hai đều; どちらも hỏi cái nào,Cả hai đều nghĩa là lần đầu tiên,Cả hai đều nghĩa là nhưng
19,Phân biệt từ dễ nhầm / câu,Mina bài 12,2,ずっと và はじめて khác nhau thế nào?,zutto và hajimete khác nhau thế nào?,ずっと và はじめて khác nhau thế nào?,ずっと là hơn nhiều / suốt; はじめて là lần đầu tiên,ずっと là lần đầu tiên; はじめて là hơn nhiều,Cả hai đều là chào khi về nhà,Cả hai đều là món ăn
19,Phân biệt từ dễ nhầm / câu,Mina bài 12,3,でも và が khác nhau thế nào?,demo và ga khác nhau thế nào?,でも và が khác nhau thế nào?,でも là nhưng đứng đầu câu; が là nhưng nối trong câu,でも là món ăn; が là thời tiết,Cả hai đều nghĩa là lần đầu tiên,Cả hai đều nghĩa là cả hai
19,Phân biệt từ dễ nhầm / câu,Mina bài 12,4,つかれました và すごいですね khác nhau thế nào?,tsukaremashita và sugoidesune khác nhau thế nào?,つかれました và すごいですね khác nhau thế nào?,つかれました là mệt rồi; すごいですね là tuyệt quá,つかれました là tuyệt quá; すごいですね là mệt rồi,Cả hai đều là tôi đã về,Cả hai đều là mừng về
19,Phân biệt từ dễ nhầm / câu,Mina bài 12,5,ホテル và 空港（くうこう） khác nhau thế nào?,hoteru và kuukou khác nhau thế nào?,ホテル và 空港（くうこう） khác nhau thế nào?,ホテル là khách sạn; 空港 là sân bay,ホテル là sân bay; 空港 là khách sạn,Cả hai đều là biển,Cả hai đều là lễ hội
19,Phân biệt từ dễ nhầm / câu,Mina bài 12,6,海（うみ） và 世界（せかい） khác nhau thế nào?,umi và sekai khác nhau thế nào?,海（うみ） và 世界（せかい） khác nhau thế nào?,海 là biển; 世界 là thế giới,海 là thế giới; 世界 là biển,Cả hai đều là khách sạn,Cả hai đều là món ăn
19,Phân biệt từ dễ nhầm / câu,Mina bài 12,7,パーティー và まつり khác nhau thế nào?,pa-ti- và matsuri khác nhau thế nào?,パーティー và まつり khác nhau thế nào?,パーティー là tiệc; まつり là lễ hội,パーティー là lễ hội; まつり là tiệc,Cả hai đều là sân bay,Cả hai đều là mùa
19,Phân biệt từ dễ nhầm / câu,Mina bài 12,8,いけばな và もみじ khác nhau thế nào?,ikebana và momiji khác nhau thế nào?,いけばな và もみじ khác nhau thế nào?,いけばな là nghệ thuật cắm hoa; もみじ là lá đỏ mùa thu,いけばな là lá đỏ; もみじ là cắm hoa,Cả hai đều là sushi,Cả hai đều là thời tiết
19,Phân biệt từ dễ nhầm / câu,Mina bài 12,9,いい và すごいですね khác nhau thế nào?,ii và sugoidesune khác nhau thế nào?,いい và すごいですね khác nhau thế nào?,いい là tốt; すごいですね là tuyệt quá / ghê quá,いい là tuyệt quá; すごいですね là tốt,Cả hai đều là mệt rồi,Cả hai đều là lần đầu tiên
19,Phân biệt từ dễ nhầm / câu,Mina bài 12,10,くもり và 天気（てんき） khác nhau thế nào?,kumori và tenki khác nhau thế nào?,くもり và 天気（てんき） khác nhau thế nào?,くもり là trời nhiều mây; 天気 là thời tiết,くもり là thời tiết; 天気 là trời nhiều mây,Cả hai đều là tuyết,Cả hai đều là mưa
