group_id,group_title,lesson,question_no,question_jp,romaji,meaning_vi,option_a,option_b,option_c,option_d
16,Phân biệt từ dễ nhầm / câu,Mina bài 19,1,しばらくですね và かわりましたね khác nhau thế nào?,shibaraku desu ne và kawarimashita ne khác nhau thế nào?,Chọn đáp án phù hợp.,しばらくですね là lâu rồi nhỉ; かわりましたね là thay đổi rồi nhỉ,しばらくですね là thay đổi rồi; かわりましたね là lâu rồi,Cả hai đều là cạn ly,Cả hai đều là nhờ ơn trời
16,Phân biệt từ dễ nhầm / câu,Mina bài 19,2,おげんきですか và おかげさまで khác nhau thế nào?,ogenki desu ka và okage sama de khác nhau thế nào?,Chọn đáp án phù hợp.,おげんきですか là hỏi khỏe không; おかげさまで là nhờ ơn trời,おげんきですか là nhờ ơn trời; おかげさまで là hỏi khỏe không,Cả hai đều là cạn ly,Cả hai đều là nhiều việc
16,Phân biệt từ dễ nhầm / câu,Mina bài 19,3,そうですね và かんぱい khác nhau thế nào?,sou desu ne và kanpai khác nhau thế nào?,Chọn đáp án phù hợp.,そうですね là đúng vậy/để xem; かんぱい là cạn ly,そうですね là cạn ly; かんぱい là đúng vậy,Cả hai đều là thay đổi rồi,Cả hai đều là lâu rồi
16,Phân biệt từ dễ nhầm / câu,Mina bài 19,4,ゴルフ và すもう khác nhau thế nào?,gorufu và sumou khác nhau thế nào?,Chọn đáp án phù hợp.,ゴルフ là golf; すもう là sumo,ゴルフ là sumo; すもう là golf,Cả hai đều là trà,Cả hai đều là bánh kem
16,Phân biệt từ dễ nhầm / câu,Mina bài 19,5,おちゃ và ケーキ khác nhau thế nào?,ocha và keeki khác nhau thế nào?,Chọn đáp án phù hợp.,おちゃ là trà; ケーキ là bánh kem,おちゃ là bánh kem; ケーキ là trà,Cả hai đều là thể thao,Cả hai đều là núi
16,Phân biệt từ dễ nhầm / câu,Mina bài 19,6,パチンコ và ゴルフ khác nhau thế nào?,pachinko và gorufu khác nhau thế nào?,Chọn đáp án phù hợp.,パチンコ là pachinko; ゴルフ là golf,パチンコ là golf; ゴルフ là pachinko,Cả hai đều là bánh kem,Cả hai đều là trà
16,Phân biệt từ dễ nhầm / câu,Mina bài 19,7,富士山（ふじさん） và 山田（やまだ）さん khác nhau thế nào?,fujisan（fujisan） và 山田（やまだ）さん khác nhau thế nào?,Chọn đáp án phù hợp.,富士山 là núi Phú Sĩ; 山田さん là anh/chị Yamada,富士山 là người; 山田さん là núi,Cả hai đều là bánh kem,Cả hai đều là ngày
16,Phân biệt từ dễ nhầm / câu,Mina bài 19,8,きれい và げんき khác nhau thế nào?,kirei và genki khác nhau thế nào?,Chọn đáp án phù hợp.,きれい là đẹp/sạch; げんき là khỏe/năng động,きれい là khỏe; げんき là đẹp,Cả hai đều là yếu,Cả hai đều là buồn ngủ
16,Phân biệt từ dễ nhầm / câu,Mina bài 19,9,むり và たいへん khác nhau thế nào?,muri và たいへん khác nhau thế nào?,Chọn đáp án phù hợp.,むり là quá sức/không thể; たいへん là vất vả/khó khăn,むり là vất vả; たいへん là không thể,Cả hai đều là nổi tiếng,Cả hai đều là tiện lợi
16,Phân biệt từ dễ nhầm / câu,Mina bài 19,10,でも và そして khác nhau thế nào?,demo và そして khác nhau thế nào?,Chọn đáp án phù hợp.,でも là nhưng; そして là và / hơn nữa,でも là và; そして là nhưng,Cả hai đều là dần dần,Cả hai đều là sắp
