group_id,group_title,lesson,question_no,question_jp,meaning_vi,option_a,option_b,option_c,option_d
15,Phân biệt từ dễ nhầm,Mina bài 14,1,つけます và けします khác nhau thế nào?,つけます và けします khác nhau thế nào?,つけます là bật; けします là tắt / xóa,つけます là tắt; けします là bật,Cả hai đều là mở,Cả hai đều là đóng
15,Phân biệt từ dễ nhầm,Mina bài 14,2,あけます và しめます khác nhau thế nào?,あけます và しめます khác nhau thế nào?,あけます là mở; しめます là đóng,あけます là đóng; しめます là mở,Cả hai đều là bật,Cả hai đều là tắt
15,Phân biệt từ dễ nhầm,Mina bài 14,3,いそぎます và まちます khác nhau thế nào?,いそぎます và まちます khác nhau thế nào?,いそぎます là vội; まちます là chờ,いそぎます là chờ; まちます là vội,Cả hai đều là rẽ,Cả hai đều là đỗ
15,Phân biệt từ dễ nhầm,Mina bài 14,4,とめます và まがります khác nhau thế nào?,とめます và まがります khác nhau thế nào?,とめます là dừng / đỗ; まがります là rẽ,とめます là rẽ; まがります là dừng,Cả hai đều là cầm,Cả hai đều là lấy
15,Phân biệt từ dễ nhầm,Mina bài 14,5,もちます và とります khác nhau thế nào?,もちます và とります khác nhau thế nào?,もちます là cầm / mang; とります là lấy / đưa / chụp,もちます là lấy; とります là cầm,Cả hai đều là gọi,Cả hai đều là nói chuyện
15,Phân biệt từ dễ nhầm,Mina bài 14,6,よびます và 話します（はなします） khác nhau thế nào?,よびます và 話します（はなします） khác nhau thế nào?,よびます là gọi; 話します là nói chuyện,よびます là nói chuyện; 話します là gọi,Cả hai đều là cho xem,Cả hai đều là bắt đầu
15,Phân biệt từ dễ nhầm,Mina bài 14,7,みせます và おしえます khác nhau thế nào?,みせます và おしえます khác nhau thế nào?,みせます là cho xem; おしえます là chỉ/dạy/cho biết,みせます là dạy; おしえます là cho xem,Cả hai đều là photo,Cả hai đều là rơi
15,Phân biệt từ dễ nhầm,Mina bài 14,8,はじめます và ふります khác nhau thế nào?,はじめます và ふります khác nhau thế nào?,はじめます là bắt đầu; ふります là rơi,はじめます là rơi; ふります là bắt đầu,Cả hai đều là gọi,Cả hai đều là giúp đỡ
15,Phân biệt từ dễ nhầm,Mina bài 14,9,しお và さとう khác nhau thế nào?,しお và さとう khác nhau thế nào?,しお là muối; さとう là đường,しお là đường; さとう là muối,Cả hai đều là bản đồ,Cả hai đều là hộ chiếu
15,Phân biệt từ dễ nhầm,Mina bài 14,10,ゆっくり và すぐ khác nhau thế nào?,ゆっくり và すぐ khác nhau thế nào?,ゆっくり là chậm/thong thả; すぐ là ngay lập tức,ゆっくり là ngay; すぐ là chậm,Cả hai đều là sau đó,Cả hai đều là thẳng
