group_id,group_title,lesson,question_no,question_jp,meaning_vi,option_a,option_b,option_c,option_d
13,Phân biệt từ dễ nhầm,Mina bài 2,1,これ・それ・あれ khác nhau thế nào?,これ・それ・あれ khác nhau thế nào?,"これ: cái này, それ: cái đó, あれ: cái kia","これ: cái kia, それ: cái này, あれ: cái đó","これ: cái đó, それ: cái kia, あれ: cái này",Cả ba đều nghĩa là “cái gì”
13,Phân biệt từ dễ nhầm,Mina bài 2,2,この・その・あの khác nhau thế nào?,この・その・あの khác nhau thế nào?,"この: này, その: đó, あの: kia","この: cái này, その: cái đó, あの: cái kia","この: ai, その: cái gì, あの: ở đâu",Cả ba đều là danh từ
13,Phân biệt từ dễ nhầm,Mina bài 2,3,これ và この khác nhau thế nào?,これ và この khác nhau thế nào?,これ đứng một mình; この đứng trước danh từ,この đứng một mình; これ đứng trước danh từ,Cả hai đều chỉ người,Cả hai đều chỉ nơi chốn
13,Phân biệt từ dễ nhầm,Mina bài 2,4,それ và その khác nhau thế nào?,それ và その khác nhau thế nào?,それ đứng một mình; その đứng trước danh từ,その đứng một mình; それ đứng trước danh từ,それ nghĩa là cái kia; その nghĩa là cái này,Cả hai đều nghĩa là “ai”
13,Phân biệt từ dễ nhầm,Mina bài 2,5,あれ và あの khác nhau thế nào?,あれ và あの khác nhau thế nào?,あれ đứng một mình; あの đứng trước danh từ,あの đứng một mình; あれ đứng trước danh từ,あれ nghĩa là cái này; あの nghĩa là cái đó,Cả hai đều nghĩa là “cái gì”
13,Phân biệt từ dễ nhầm,Mina bài 2,6,本（ほん） và ノート khác nhau thế nào?,本（ほん） và ノート khác nhau thế nào?,本 là sách; ノート là vở,本 là vở; ノート là sách,Cả hai đều là báo,Cả hai đều là từ điển
13,Phân biệt từ dễ nhầm,Mina bài 2,7,じしょ và ざっし khác nhau thế nào?,じしょ và ざっし khác nhau thế nào?,じしょ là từ điển; ざっし là tạp chí,じしょ là tạp chí; ざっし là từ điển,Cả hai đều là báo,Cả hai đều là vở
13,Phân biệt từ dễ nhầm,Mina bài 2,8,えんぴつ và ボールペン khác nhau thế nào?,えんぴつ và ボールペン khác nhau thế nào?,えんぴつ là bút chì; ボールペン là bút bi,えんぴつ là bút bi; ボールペン là bút chì,Cả hai đều là thẻ,Cả hai đều là sổ tay
13,Phân biệt từ dễ nhầm,Mina bài 2,9,カセットテープ và テープレコーダー khác nhau thế nào?,カセットテープ và テープレコーダー khác nhau thế nào?,カセットテープ là băng cassette; テープレコーダー là máy ghi âm,カセットテープ là máy ghi âm; テープレコーダー là băng cassette,Cả hai đều là máy ảnh,Cả hai đều là máy tính
13,Phân biệt từ dễ nhầm,Mina bài 2,10,そうです và そうですか khác nhau thế nào?,そうです và そうですか khác nhau thế nào?,そうです là “đúng vậy”; そうですか là “vậy à”,そうです là “vậy à”; そうですか là “đúng vậy”,Cả hai đều nghĩa là “không phải”,Cả hai đều nghĩa là “cảm ơn”
