group_id,group_title,lesson,question_no,question_jp,meaning_vi,option_a,option_b,option_c,option_d
10,Điền vào câu / ngữ cảnh,Mina bài 15,1,ここで たばこを＿＿＿。,ここで たばこを＿＿＿。,すってもいいですか,しりませんか,すんでいますか,つくりますか
10,Điền vào câu / ngữ cảnh,Mina bài 15,2,はい、＿＿＿。,はい、＿＿＿。,いいです,だめです,しりません,まだです
10,Điền vào câu / ngữ cảnh,Mina bài 15,3,いいえ、＿＿＿。,いいえ、＿＿＿。,すってはいけません,しっています,すんでいます,つくります
10,Điền vào câu / ngữ cảnh,Mina bài 15,4,すみません、ちょっと＿＿＿。,すみません、ちょっと＿＿＿。,だめです,いいです,もうです,とくにです
10,Điền vào câu / ngữ cảnh,Mina bài 15,5,ここで たばこを＿＿＿。,ここで たばこを＿＿＿。,すってはいけません,すわります,たちます,おきます
10,Điền vào câu / ngữ cảnh,Mina bài 15,6,この ソフトを＿＿＿。,この ソフトを＿＿＿。,つかってもいいですか,すんでもいいですか,しってもいいですか,うってもいいですか
10,Điền vào câu / ngữ cảnh,Mina bài 15,7,この しりょうを＿＿＿。,この しりょうを＿＿＿。,見ても（みても）いいですか,すんでもいいですか,しりませんか,どくしんですか
10,Điền vào câu / ngữ cảnh,Mina bài 15,8,ここに カタログを＿＿＿。,ここに カタログを＿＿＿。,おいてもいいですか,しってもいいですか,すんでもいいですか,いらっしゃいますか
10,Điền vào câu / ngữ cảnh,Mina bài 15,9,この せいひんを＿＿＿。,この せいひんを＿＿＿。,うってもいいですか,すわってもいいですか,すんでもいいですか,しってもいいですか
10,Điền vào câu / ngữ cảnh,Mina bài 15,10,山田（やまだ）さんは どこに＿＿＿。,山田（やまだ）さんは どこに＿＿＿。,すんでいますか,しりませんか,おきますか,うりますか
