group_id,group_title,lesson,question_no,question_jp,meaning_vi,option_a,option_b,option_c,option_d
1,Động từ / sự cố,Mina bài 23,1,聞きます（ききます） nghĩa là gì?,,hỏi,xoay / vặn,kéo,chạm / sờ
1,Động từ / sự cố,Mina bài 23,2,回します（まわします） nghĩa là gì?,,xoay / vặn,hỏi,kéo,đổi
1,Động từ / sự cố,Mina bài 23,3,引きます（ひきます） nghĩa là gì?,,kéo,xoay,chạm,xuất hiện
1,Động từ / sự cố,Mina bài 23,4,かえます nghĩa là gì?,,đổi / thay đổi,kéo,hỏi,đi bộ
1,Động từ / sự cố,Mina bài 23,5,さわります nghĩa là gì?,,chạm / sờ,đổi,rẽ,băng qua
1,Động từ / sự cố,Mina bài 23,6,出ます（でます） nghĩa là gì?,,đi ra / xuất hiện,đi bộ,băng qua,kéo
1,Động từ / sự cố,Mina bài 23,7,うごきます nghĩa là gì?,,chuyển động / chạy,hỏng,chạm,hỏi
1,Động từ / sự cố,Mina bài 23,8,こしょう nghĩa là gì?,,hỏng / sự cố,nước nóng,âm thanh,kích cỡ
1,Động từ / sự cố,Mina bài 23,9,おゆ nghĩa là gì?,,nước nóng,âm thanh,bãi đỗ xe,ngã tư
1,Động từ / sự cố,Mina bài 23,10,音（おと） nghĩa là gì?,,âm thanh / tiếng động,nước nóng,sự cố,tòa nhà ---
