group_id,group_title,lesson,question_no,question_jp,meaning_vi,option_a,option_b,option_c,option_d
4,Câu chào / giới thiệu,Mina bài 1,1,おなまえは nghĩa là gì?,Chọn nghĩa tiếng Việt đúng của từ/cụm trong câu hỏi.,Bạn bao nhiêu tuổi?,Tên của anh/chị là...?,Anh/chị đến từ đâu?,Đây là ai?
4,Câu chào / giới thiệu,Mina bài 1,2,はじめまして nghĩa là gì?,Chọn nghĩa tiếng Việt đúng của từ/cụm trong câu hỏi.,Rất vui được gặp lần đầu,Xin lỗi / thất lễ nhưng,Không phải,Đây là anh/chị...
4,Câu chào / giới thiệu,Mina bài 1,3,どうぞ よろしく nghĩa là gì?,Chọn nghĩa tiếng Việt đúng của từ/cụm trong câu hỏi.,Rất mong được giúp đỡ,Bạn bao nhiêu tuổi?,Tôi đến từ Mỹ,Đây là giáo viên
4,Câu chào / giới thiệu,Mina bài 1,4,こちらは〜さんです nghĩa là gì?,Chọn nghĩa tiếng Việt đúng của từ/cụm trong câu hỏi.,Tôi là...,Đây là anh/chị...,Anh/chị bao nhiêu tuổi?,Anh/chị là ai?
4,Câu chào / giới thiệu,Mina bài 1,5,〜から きました nghĩa là gì?,Chọn nghĩa tiếng Việt đúng của từ/cụm trong câu hỏi.,đến từ...,tên là...,bao nhiêu tuổi,là giáo viên
4,Câu chào / giới thiệu,Mina bài 1,6,しつれいですが、おなまえは？ nghĩa là gì?,Chọn nghĩa tiếng Việt đúng của từ/cụm trong câu hỏi.,"Xin lỗi, anh/chị tên là gì?","Xin lỗi, anh/chị mấy tuổi?",Đây là anh/chị phải không?,Anh/chị là giáo viên phải không?
4,Câu chào / giới thiệu,Mina bài 1,7,はじめまして。どうぞ よろしく。 nghĩa là gì?,Chọn nghĩa tiếng Việt đúng của từ/cụm trong câu hỏi.,Rất vui được gặp lần đầu. Mong được giúp đỡ.,Xin lỗi. Anh/chị tên là gì?,Tôi là học sinh.,Anh/chị đến từ Nhật Bản.
4,Câu chào / giới thiệu,Mina bài 1,8,こちらは 先生（せんせい）です。 nghĩa là gì?,Chọn nghĩa tiếng Việt đúng của từ/cụm trong câu hỏi.,Đây là giáo viên / thầy cô.,Tôi là giáo viên.,Kia là sinh viên.,Bạn là bác sĩ.
4,Câu chào / giới thiệu,Mina bài 1,9,わたしは ベトナムから きました。 nghĩa là gì?,Chọn nghĩa tiếng Việt đúng của từ/cụm trong câu hỏi.,Tôi đến từ Việt Nam.,Tôi đến từ Nhật Bản.,Tôi là người Việt Nam.,Tôi là sinh viên.
4,Câu chào / giới thiệu,Mina bài 1,10,あのかたは どなたですか。 nghĩa là gì?,Chọn nghĩa tiếng Việt đúng của từ/cụm trong câu hỏi.,Vị kia là ai?,Người kia bao nhiêu tuổi?,Bạn tên là gì?,Đây là ai?
