group_id,group_title,lesson,question_no,question_jp,romaji,meaning_vi,option_a,option_b,option_c,option_d
5,Câu hỏi / máy ATM,Mina bài 16,1,どうやって nghĩa là gì?,douyatte ngh a l g,Chọn nghĩa tiếng Việt đúng.,bằng cách nào,cái nào,số mấy,bao nhiêu tiền
5,Câu hỏi / máy ATM,Mina bài 16,2,どの nghĩa là gì?,dono ngh a l g,Chọn nghĩa tiếng Việt đúng.,cái nào,bằng cách nào,trước tiên,tiếp theo
5,Câu hỏi / máy ATM,Mina bài 16,3,どれ nghĩa là gì?,dore ngh a l g,Chọn nghĩa tiếng Việt đúng.,cái nào,bằng cách nào,mã PIN,xác nhận
5,Câu hỏi / máy ATM,Mina bài 16,4,つぎに nghĩa là gì?,tsugini ngh a l g,Chọn nghĩa tiếng Việt đúng.,tiếp theo,trước tiên,sau đó,cuối cùng
5,Câu hỏi / máy ATM,Mina bài 16,5,それから nghĩa là gì?,sorekara ngh a l g,Chọn nghĩa tiếng Việt đúng.,sau đó,trước tiên,cuối cùng,bằng cách nào
5,Câu hỏi / máy ATM,Mina bài 16,6,すごいですね nghĩa là gì?,sugoidesune ngh a l g,Chọn nghĩa tiếng Việt đúng.,tuyệt quá / ghê quá,"không, tôi còn kém lắm",anh/chị rút tiền phải không,xác nhận
5,Câu hỏi / máy ATM,Mina bài 16,7,いいえ、まだまだです nghĩa là gì?,iie madamadadesu ngh a l g,Chọn nghĩa tiếng Việt đúng.,"không, tôi còn kém lắm",tuyệt quá,xin chờ một chút,đầu tiên hãy cho thẻ vào
5,Câu hỏi / máy ATM,Mina bài 16,8,おひきだしですか nghĩa là gì?,ohikidashidesuka ngh a l g,Chọn nghĩa tiếng Việt đúng.,anh/chị rút tiền phải không,anh/chị gửi tiền phải không,anh/chị đổi tuyến phải không,anh/chị nhập mã PIN phải không
5,Câu hỏi / máy ATM,Mina bài 16,9,あんしょうばんごう nghĩa là gì?,anshoubangou ngh a l g,Chọn nghĩa tiếng Việt đúng.,mã PIN,số tiền,xác nhận,nút bấm
5,Câu hỏi / máy ATM,Mina bài 16,10,ボタン nghĩa là gì?,botan ngh a l g,Chọn nghĩa tiếng Việt đúng.,nút bấm,mã PIN,số tiền,dịch vụ
