group_id,group_title,lesson,question_no,question_jp,meaning_vi,option_a,option_b,option_c,option_d
5,Việt → Nhật / động từ,Mina bài 23,1,“hỏi” là từ nào?,,聞きます（ききます）,回します（まわします）,引きます（ひきます）,さわります
5,Việt → Nhật / động từ,Mina bài 23,2,“xoay / vặn” là từ nào?,,回します（まわします）,聞きます（ききます）,かえます,出ます（でます）
5,Việt → Nhật / động từ,Mina bài 23,3,“kéo” là từ nào?,,引きます（ひきます）,回します（まわします）,さわります,うごきます
5,Việt → Nhật / động từ,Mina bài 23,4,“đổi / thay đổi” là từ nào?,,かえます,引きます（ひきます）,聞きます（ききます）,わたります
5,Việt → Nhật / động từ,Mina bài 23,5,“chạm / sờ” là từ nào?,,さわります,かえます,まがります,歩きます（あるきます）
5,Việt → Nhật / động từ,Mina bài 23,6,“đi ra / xuất hiện” là từ nào?,,出ます（でます）,入ります（はいります）,歩きます（あるきます）,わたります
5,Việt → Nhật / động từ,Mina bài 23,7,“chuyển động / chạy” là từ nào?,,うごきます,こしょう,出ます（でます）,さわります
5,Việt → Nhật / động từ,Mina bài 23,8,“đi bộ” là từ nào?,,歩きます（あるきます）,わたります,まがります,回します（まわします）
5,Việt → Nhật / động từ,Mina bài 23,9,“băng qua” là từ nào?,,わたります,歩きます（あるきます）,まがります,引きます（ひきます）
5,Việt → Nhật / động từ,Mina bài 23,10,“rẽ” là từ nào?,,まがります,わたります,歩きます（あるきます）,聞きます（ききます） ---
