group_id,group_title,lesson,question_no,question_jp,romaji,meaning_vi,option_a,option_b,option_c,option_d
15,Phân biệt từ dễ nhầm,Mina bài 19,1,のぼります và とまります khác nhau thế nào?,noborimasu và tomarimasu khác nhau thế nào?,Chọn đáp án phù hợp.,のぼります là leo; とまります là trọ / ở lại,のぼります là ở lại; とまります là leo,Cả hai đều là dọn dẹp,Cả hai đều là luyện tập
15,Phân biệt từ dễ nhầm,Mina bài 19,2,そうじします và せんたくします khác nhau thế nào?,souji shimasu và sentaku shimasu khác nhau thế nào?,Chọn đáp án phù hợp.,そうじします là dọn dẹp; せんたくします là giặt giũ,そうじします là giặt; せんたくします là dọn,Cả hai đều là leo núi,Cả hai đều là ở lại
15,Phân biệt từ dễ nhầm,Mina bài 19,3,げんき và ねむい khác nhau thế nào?,genki và nemui khác nhau thế nào?,Chọn đáp án phù hợp.,げんき là khỏe/năng động; ねむい là buồn ngủ,げんき là buồn ngủ; ねむい là khỏe,Cả hai đều là yên tĩnh,Cả hai đều là tiện lợi
15,Phân biệt từ dễ nhầm,Mina bài 19,4,強い（つよい） và 弱い（よわい） khác nhau thế nào?,tsuyoi（tsuyoi） và yowai（yowai） khác nhau thế nào?,Chọn đáp án phù hợp.,強い là mạnh; 弱い là yếu,強い là yếu; 弱い là mạnh,Cả hai đều là đẹp,Cả hai đều là rảnh
15,Phân biệt từ dễ nhầm,Mina bài 19,5,しずか và にぎやか khác nhau thế nào?,shizuka và nigiyaka khác nhau thế nào?,Chọn đáp án phù hợp.,しずか là yên tĩnh; にぎやか là náo nhiệt,しずか là náo nhiệt; にぎやか là yên tĩnh,Cả hai đều là nổi tiếng,Cả hai đều là tiện lợi
15,Phân biệt từ dễ nhầm,Mina bài 19,6,ひま và べんり khác nhau thế nào?,hima và benri khác nhau thế nào?,Chọn đáp án phù hợp.,ひま là rảnh; べんり là tiện lợi,ひま là tiện lợi; べんり là rảnh,Cả hai đều là khỏe,Cả hai đều là sạch
15,Phân biệt từ dễ nhầm,Mina bài 19,7,ちょうしが いい và ちょうしが わるい khác nhau thế nào?,choushiが ii và choushiが warui khác nhau thế nào?,Chọn đáp án phù hợp.,ちょうしが いい là tình trạng tốt; ちょうしが わるい là tình trạng xấu,ちょうしが いい là tình trạng xấu; ちょうしが わるい là tình trạng tốt,Cả hai đều là buồn ngủ,Cả hai đều là nổi tiếng
15,Phân biệt từ dễ nhầm,Mina bài 19,8,からだに いい và ちょうしが いい khác nhau thế nào?,karadaに ii và choushiが ii khác nhau thế nào?,Chọn đáp án phù hợp.,からだに いい là tốt cho sức khỏe; ちょうしが いい là tình trạng tốt,からだに いい là tình trạng tốt; ちょうしが いい là tốt cho sức khỏe,Cả hai đều là không thể,Cả hai đều là buồn ngủ
15,Phân biệt từ dễ nhầm,Mina bài 19,9,いちど và いちども khác nhau thế nào?,ichido và ichido mo khác nhau thế nào?,Chọn đáp án phù hợp.,いちど là một lần; いちども là một lần cũng không,いちど là một lần cũng không; いちども là một lần,Cả hai đều là sắp,Cả hai đều là nhiều việc
15,Phân biệt từ dễ nhầm,Mina bài 19,10,だんだん và もうすぐ khác nhau thế nào?,dandan và mou sugu khác nhau thế nào?,Chọn đáp án phù hợp.,だんだん là dần dần; もうすぐ là sắp,だんだん là sắp; もうすぐ là dần dần,Cả hai đều là nhưng,Cả hai đều là cạn ly
