group_id,group_title,lesson,question_no,question_jp,romaji,meaning_vi,option_a,option_b,option_c,option_d
18,Phân biệt từ dễ nhầm,Mina bài 22,1,着ます（きます） và 来ます（きます） khác nhau thế nào?,kimasu kimasu,Phân biệt từ dễ nhầm.,着ます là mặc; 来ます là đến,着ます là đến; 来ます là mặc,Cả hai đều là đội,Cả hai đều là mang giày
18,Phân biệt từ dễ nhầm,Mina bài 22,2,着ます（きます） và はきます khác nhau thế nào?,kimasu hakimasu,Phân biệt từ dễ nhầm.,着ます dùng cho áo/quần áo thân trên; はきます dùng cho giày/quần/váy,着ます dùng cho giày; はきます dùng cho mũ,Cả hai chỉ dùng cho kính,Cả hai chỉ dùng cho cà vạt
18,Phân biệt từ dễ nhầm,Mina bài 22,3,かぶります và かけます khác nhau thế nào?,kaburimasu kakemasu,Phân biệt từ dễ nhầm.,かぶります là đội; かけます là đeo kính,かぶります là đeo kính; かけます là đội,Cả hai đều là thắt cà vạt,Cả hai đều là mặc quần
18,Phân biệt từ dễ nhầm,Mina bài 22,4,かけます và します khác nhau thế nào?,kakemasu shimasu,Phân biệt từ dễ nhầm.,かけます dùng cho kính; します dùng cho cà vạt/phụ kiện,かけます dùng cho giày; します dùng cho mũ,Cả hai đều dùng cho áo khoác,Cả hai đều dùng cho váy
18,Phân biệt từ dễ nhầm,Mina bài 22,5,スカート và ワンピース khác nhau thế nào?,sukato wanpisu,Phân biệt từ dễ nhầm.,スカート là váy; ワンピース là váy liền,スカート là váy liền; ワンピース là quần dài,Cả hai đều là bộ vest,Cả hai đều là áo len
18,Phân biệt từ dễ nhầm,Mina bài 22,6,白い（しろい） và 黒い（くろい） khác nhau thế nào?,shiroi kuroi,Phân biệt từ dễ nhầm.,白い là trắng; 黒い là đen,白い là đen; 黒い là trắng,Cả hai đều là đỏ,Cả hai đều là xanh dương
18,Phân biệt từ dễ nhầm,Mina bài 22,7,赤い（あかい） và 青い（あおい） khác nhau thế nào?,akai aoi,Phân biệt từ dễ nhầm.,赤い là đỏ; 青い là xanh dương,赤い là xanh dương; 青い là đỏ,Cả hai đều là vàng,Cả hai đều là nâu
18,Phân biệt từ dễ nhầm,Mina bài 22,8,新しい（あたらしい） và 古い（ふるい） khác nhau thế nào?,atarashii furui,Phân biệt từ dễ nhầm.,新しい là mới; 古い là cũ,新しい là cũ; 古い là mới,Cả hai đều là rẻ,Cả hai đều là đắt
18,Phân biệt từ dễ nhầm,Mina bài 22,9,安い（やすい） và 高い（たかい） khác nhau thế nào?,yasui takai,Phân biệt từ dễ nhầm.,安い là rẻ; 高い là đắt / cao,安い là đắt; 高い là rẻ,Cả hai đều là mới,Cả hai đều là dễ thương
18,Phân biệt từ dễ nhầm,Mina bài 22,10,背が高い（せがたかい） và 背が低い（せがひくい） khác nhau thế nào?,segatakai segahikui,Phân biệt từ dễ nhầm.,背が高い là dáng cao; 背が低い là dáng thấp,背が高い là dáng thấp; 背が低い là tóc ngắn,Cả hai đều là tóc dài,Cả hai đều là tóc ngắn
