group_id,group_title,lesson,question_no,question_jp,meaning_vi,option_a,option_b,option_c,option_d
3,Từ vựng điền chỗ trống,Zettai Goukaku đề 3 - Từ vựng/Kanji 問題3,1,きれいな（　）を　かいました。,Tôi đã mua một chiếc khăn tay đẹp.,プール,ハンカチ,スピーチ,トイレ
3,Từ vựng điền chỗ trống,Zettai Goukaku đề 3 - Từ vựng/Kanji 問題3,2,まっすぐ　いって、はしを（　）。,Đi thẳng rồi qua cầu.,いきます,わたります,わかります,ならびます
3,Từ vựng điền chỗ trống,Zettai Goukaku đề 3 - Từ vựng/Kanji 問題3,3,ふうとうに　きってを（　）ください。,Hãy dán tem lên phong bì.,はって,きって,とって,やって
3,Từ vựng điền chỗ trống,Zettai Goukaku đề 3 - Từ vựng/Kanji 問題3,4,すずきさんの　いえの　いぬは　とても（　）です。,Con chó ở nhà Suzuki rất dễ thương.,からい,あたらしい,かわいい,うすい
3,Từ vựng điền chỗ trống,Zettai Goukaku đề 3 - Từ vựng/Kanji 問題3,5,とりにくを　500（　）かいました。,Tôi đã mua 500 gram thịt gà.,だい,メートル,グラム,ページ
3,Từ vựng điền chỗ trống,Zettai Goukaku đề 3 - Từ vựng/Kanji 問題3,6,みちが　わからないときは（　）で　ききましょう。,Khi không biết đường thì hãy hỏi ở đồn cảnh sát.,こうばん,としょかん,だいどころ,おてあらい
3,Từ vựng điền chỗ trống,Zettai Goukaku đề 3 - Từ vựng/Kanji 問題3,7,あなたの　でんわばんごうを（　）ください。,Hãy cho tôi biết số điện thoại của bạn.,はなして,おきて,おしえて,とんで
3,Từ vựng điền chỗ trống,Zettai Goukaku đề 3 - Từ vựng/Kanji 問題3,8,みんな（　）を　さして　います。,Mọi người đang che/cầm ô.,スカート,かさ,コート,ぼうし
3,Từ vựng điền chỗ trống,Zettai Goukaku đề 3 - Từ vựng/Kanji 問題3,9,まいあさ　ぎゅうにゅうを　のんで　パンを（　）。 image_url=images/q27_bread_milk.png,"Hình: hộp sữa, ly sữa và bánh mì trên đĩa.",いっぽん,にほん,ひとつ,ふたつ
3,Từ vựng điền chỗ trống,Zettai Goukaku đề 3 - Từ vựng/Kanji 問題3,10,やまだせんせいは　たなかさんの（　）に　います。 image_url=images/q28_position_people.png,Hình: やまだせんせい đứng sau たなかさん; さとうさん ở bên phải.,となり,まえ,よこ,うしろ
