group_id,group_title,lesson,question_no,question_jp,romaji,meaning_vi,option_a,option_b,option_c,option_d
3,Tài liệu / sản phẩm,Mina bài 15,1,しりょう nghĩa là gì?,shiryou ngh ĩa l à g ì?,しりょう nghĩa là gì?,tài liệu,catalogue,sản phẩm,phần mềm
3,Tài liệu / sản phẩm,Mina bài 15,2,カタログ nghĩa là gì?,katarogu ngh ĩa l à g ì?,カタログ nghĩa là gì?,catalogue,tài liệu,bảng giờ tàu/xe,từ điển điện tử
3,Tài liệu / sản phẩm,Mina bài 15,3,じこくひょう nghĩa là gì?,jikokuhyou ngh ĩa l à g ì?,じこくひょう nghĩa là gì?,bảng giờ tàu/xe,catalogue,sản phẩm,quần áo
3,Tài liệu / sản phẩm,Mina bài 15,4,ふく nghĩa là gì?,fuku ngh ĩa l à g ì?,ふく nghĩa là gì?,quần áo,sản phẩm,phần mềm,tài liệu
3,Tài liệu / sản phẩm,Mina bài 15,5,せいひん nghĩa là gì?,seihin ngh ĩa l à g ì?,せいひん nghĩa là gì?,sản phẩm,quần áo,phần mềm,catalogue
3,Tài liệu / sản phẩm,Mina bài 15,6,ソフト nghĩa là gì?,sofuto ngh ĩa l à g ì?,ソフト nghĩa là gì?,phần mềm,sản phẩm,tài liệu,từ điển điện tử
3,Tài liệu / sản phẩm,Mina bài 15,7,でんしじしょ nghĩa là gì?,denshijisho ngh ĩa l à g ì?,でんしじしょ nghĩa là gì?,từ điển điện tử,bảng giờ tàu/xe,phần mềm,catalogue
3,Tài liệu / sản phẩm,Mina bài 15,8,この ソフトを つかいます nghĩa là gì?,kono sofutoo tsukaimasu ngh ĩa l à g ì?,この ソフトを つかいます nghĩa là gì?,dùng phần mềm này,bán phần mềm này,làm tài liệu này,nhớ phần mềm này
3,Tài liệu / sản phẩm,Mina bài 15,9,カタログを みます nghĩa là gì?,kataroguo mimasu ngh ĩa l à g ì?,カタログを みます nghĩa là gì?,xem catalogue,dùng từ điển điện tử,bán sản phẩm,làm quần áo
3,Tài liệu / sản phẩm,Mina bài 15,10,しりょうを つくります nghĩa là gì?,shiryouo tsukurimasu ngh ĩa l à g ì?,しりょうを つくります nghĩa là gì?,làm tài liệu,bán tài liệu,biết tài liệu,sống trong tài liệu
