group_id,group_title,lesson,question_no,question_jp,meaning_vi,option_a,option_b,option_c,option_d
12,Chọn từ cùng nhóm chủ đề,Mina bài 3,1,Từ nào thuộc nhóm “địa điểm trong trường / tòa nhà”?,Chọn từ cùng nhóm chủ đề.,きょうしつ,くつ,ワイン,ひゃく
12,Chọn từ cùng nhóm chủ đề,Mina bài 3,2,Từ nào thuộc nhóm “phương hướng / nơi chốn”?,Chọn từ cùng nhóm chủ đề.,ここ,でんわ,ネクタイ,まん
12,Chọn từ cùng nhóm chủ đề,Mina bài 3,3,Từ nào thuộc nhóm “thiết bị di chuyển trong tòa nhà”?,Chọn từ cùng nhóm chủ đề.,エレベーター,うけつけ,かいしゃ,くつ
12,Chọn từ cùng nhóm chủ đề,Mina bài 3,4,Từ nào thuộc nhóm “mua sắm”?,Chọn từ cùng nhóm chủ đề.,うりば,きょうしつ,じむしょ,へや
12,Chọn từ cùng nhóm chủ đề,Mina bài 3,5,Từ nào thuộc nhóm “số tiền”?,Chọn từ cùng nhóm chủ đề.,〜えん,どこ,こちら,トイレ
12,Chọn từ cùng nhóm chủ đề,Mina bài 3,6,Từ nào thuộc nhóm “đồ vật mặc / dùng cá nhân”?,Chọn từ cùng nhóm chủ đề.,ネクタイ,かいだん,ロビー,ちか
12,Chọn từ cùng nhóm chủ đề,Mina bài 3,7,Từ nào thuộc nhóm “câu cửa hàng”?,Chọn từ cùng nhóm chủ đề.,いらっしゃいませ,かいぎしつ,くに,うち
12,Chọn từ cùng nhóm chủ đề,Mina bài 3,8,Từ nào thuộc nhóm “hỏi giá”?,Chọn từ cùng nhóm chủ đề.,いくら,どこ,どちら,なんがい
12,Chọn từ cùng nhóm chủ đề,Mina bài 3,9,Từ nào thuộc nhóm “tầng”?,Chọn từ cùng nhóm chủ đề.,なんがい,いくら,どうも,じゃ
12,Chọn từ cùng nhóm chủ đề,Mina bài 3,10,Từ nào thuộc nhóm “lời xin lỗi / cảm ơn”?,Chọn từ cùng nhóm chủ đề.,どうも すみません,エスカレーター,うりば,ワイン
