group_id,group_title,lesson,question_no,question_jp,meaning_vi,option_a,option_b,option_c,option_d
7,Việt → Nhật / hướng và câu nói,Mina bài 23,1,“thẳng” là từ nào?,,まっすぐ,右（みぎ）,左（ひだり）,まがります
7,Việt → Nhật / hướng và câu nói,Mina bài 23,2,“bên phải” là từ nào?,,右（みぎ）,左（ひだり）,まっすぐ,角（かど）
7,Việt → Nhật / hướng và câu nói,Mina bài 23,3,“bên trái” là từ nào?,,左（ひだり）,右（みぎ）,まっすぐ,はし
7,Việt → Nhật / hướng và câu nói,Mina bài 23,4,“bằng cách nào” là từ nào?,,どうやって,どの,どれ,何回も（なんかいも）
7,Việt → Nhật / hướng và câu nói,Mina bài 23,5,“cái nào / người nào” là từ nào?,,どの,どうやって,どれ,サイズ
7,Việt → Nhật / hướng và câu nói,Mina bài 23,6,“cái nào” là từ nào?,,どれ,どの,どうやって,〜め
7,Việt → Nhật / hướng và câu nói,Mina bài 23,7,“kích cỡ” là từ nào?,,サイズ,何回も（なんかいも）,おつり,音（おと）
7,Việt → Nhật / hướng và câu nói,Mina bài 23,8,“nhiều lần” là từ nào?,,何回も（なんかいも）,〜め,どれ,どうやって
7,Việt → Nhật / hướng và câu nói,Mina bài 23,9,“buồn / cô đơn” là từ nào?,,さびしい,こしょう,まっすぐ,おゆ
7,Việt → Nhật / hướng và câu nói,Mina bài 23,10,“tiền thối lại” là từ nào?,,おつり,サイズ,何回も（なんかいも）,おゆ ---
