group_id,group_title,lesson,question_no,question_jp,meaning_vi,option_a,option_b,option_c,option_d
11,Chọn từ cùng nhóm chủ đề,Mina bài 20,1,Từ nào thuộc nhóm “sửa chữa”?,Chọn từ cùng nhóm chủ đề.,なおします,ぼく,こっち,けど
11,Chọn từ cùng nhóm chủ đề,Mina bài 20,2,Từ nào thuộc nhóm “tra cứu”?,Chọn từ cùng nhóm chủ đề.,しらべます,うん,おわり,ビザ
11,Chọn từ cùng nhóm chủ đề,Mina bài 20,3,Từ nào thuộc nhóm “giao tiếp”?,Chọn từ cùng nhóm chủ đề.,でんわします,ぶっか,きもの,はじめ
11,Chọn từ cùng nhóm chủ đề,Mina bài 20,4,Từ nào thuộc nhóm “đại từ thân mật”?,Chọn từ cùng nhóm chủ đề.,ぼく,ビザ,ことば,ぶっか
11,Chọn từ cùng nhóm chủ đề,Mina bài 20,5,Từ nào thuộc nhóm “trả lời thân mật”?,Chọn từ cùng nhóm chủ đề.,うん,こっち,はじめ,きもの
11,Chọn từ cùng nhóm chủ đề,Mina bài 20,6,Từ nào thuộc nhóm “phương hướng thân mật”?,Chọn từ cùng nhóm chủ đề.,あっち,ぶっか,けど,ビザ
11,Chọn từ cùng nhóm chủ đề,Mina bài 20,7,Từ nào thuộc nhóm “thời điểm / giai đoạn”?,Chọn từ cùng nhóm chủ đề.,はじめ,きみ,サラリーマン,こっち
11,Chọn từ cùng nhóm chủ đề,Mina bài 20,8,Từ nào thuộc nhóm “văn hóa / trang phục”?,Chọn từ cùng nhóm chủ đề.,きもの,ううん,そっち,どうするの
11,Chọn từ cùng nhóm chủ đề,Mina bài 20,9,Từ nào thuộc nhóm “điều kiện mời mọc”?,Chọn từ cùng nhóm chủ đề.,よかったら,けど,うん,ぼく
11,Chọn từ cùng nhóm chủ đề,Mina bài 20,10,Từ nào thuộc nhóm “câu hỏi dự định”?,Chọn từ cùng nhóm chủ đề.,どうするの,こっち,ぶっか,きもの
