group_id,group_title,lesson,question_no,question_jp,meaning_vi,option_a,option_b,option_c,option_d
3,Việt → Nhật,Mina bài 25,1,“suy nghĩ” là từ nào?,“suy nghĩ” là từ nào?,考えます（かんがえます）,着きます（つきます）,足ります（たります）,がんばります
3,Việt → Nhật,Mina bài 25,2,“đến / tới” là từ nào?,“đến / tới” là từ nào?,着きます（つきます）,考えます（かんがえます）,取ります（とります）,転勤（てんきん）
3,Việt → Nhật,Mina bài 25,3,“có tuổi / lấy” là từ nào?,“có tuổi / lấy” là từ nào?,取ります（とります）,足ります（たります）,着きます（つきます）,がんばります
3,Việt → Nhật,Mina bài 25,4,“đủ” là từ nào?,“đủ” là từ nào?,足ります（たります）,取ります（とります）,こと,もし
3,Việt → Nhật,Mina bài 25,5,“việc / chuyện” là từ nào?,“việc / chuyện” là từ nào?,こと,チャンス,田舎（いなか）,億（おく）
3,Việt → Nhật,Mina bài 25,6,“nếu như” là từ nào?,“nếu như” là từ nào?,もし,いくら,チャンス,こと
3,Việt → Nhật,Mina bài 25,7,“cơ hội” là từ nào?,“cơ hội” là từ nào?,チャンス,こと,もし,億（おく）
3,Việt → Nhật,Mina bài 25,8,“cố gắng” là từ nào?,“cố gắng” là từ nào?,がんばります,考えます（かんがえます）,着きます（つきます）,足ります（たります）
3,Việt → Nhật,Mina bài 25,9,“chuyển công tác” là từ nào?,“chuyển công tác” là từ nào?,転勤（てんきん）,田舎（いなか）,チャンス,こと
3,Việt → Nhật,Mina bài 25,10,“quê / nông thôn” là từ nào?,“quê / nông thôn” là từ nào?,田舎（いなか）,東京（とうきょう）,大阪（おおさか）,日本（にほん）
