group_id,group_title,lesson,question_no,question_jp,meaning_vi,option_a,option_b,option_c,option_d
3,Tính từ い / màu sắc,Mina bài 8,1,やさしい nghĩa là gì?,Hỏi nghĩa tiếng Việt của: やさしい.,dễ / hiền,khó,bận,mới
3,Tính từ い / màu sắc,Mina bài 8,2,高い（たかい） nghĩa là gì?,Hỏi nghĩa tiếng Việt của: 高い（たかい）.,cao / đắt,thấp,rẻ,nhỏ
3,Tính từ い / màu sắc,Mina bài 8,3,安い（やすい） nghĩa là gì?,Hỏi nghĩa tiếng Việt của: 安い（やすい）.,rẻ,đắt,cao,thấp
3,Tính từ い / màu sắc,Mina bài 8,4,低い（ひくい） nghĩa là gì?,Hỏi nghĩa tiếng Việt của: 低い（ひくい）.,thấp,cao,rẻ,lớn
3,Tính từ い / màu sắc,Mina bài 8,5,おもしろい nghĩa là gì?,Hỏi nghĩa tiếng Việt của: おもしろい.,thú vị,ngon,bận,lạnh
3,Tính từ い / màu sắc,Mina bài 8,6,おいしい nghĩa là gì?,Hỏi nghĩa tiếng Việt của: おいしい.,ngon,vui,thú vị,dễ
3,Tính từ い / màu sắc,Mina bài 8,7,いそがしい nghĩa là gì?,Hỏi nghĩa tiếng Việt của: いそがしい.,bận,rảnh,vui,khỏe
3,Tính từ い / màu sắc,Mina bài 8,8,たのしい nghĩa là gì?,Hỏi nghĩa tiếng Việt của: たのしい.,vui,bận,khó,lạnh
3,Tính từ い / màu sắc,Mina bài 8,9,白い（しろい） nghĩa là gì?,Hỏi nghĩa tiếng Việt của: 白い（しろい）.,trắng,đen,đỏ,xanh dương
3,Tính từ い / màu sắc,Mina bài 8,10,黒い（くろい） nghĩa là gì?,Hỏi nghĩa tiếng Việt của: 黒い（くろい）.,đen,trắng,đỏ,xanh dương
