group_id,group_title,lesson,question_no,question_jp,romaji,meaning_vi,option_a,option_b,option_c,option_d
4,Dịch vụ / địa điểm / thứ tự,Mina bài 16,1,サービス nghĩa là gì?,saabisu ngh a l g,Chọn nghĩa tiếng Việt đúng.,dịch vụ,chạy bộ,vòi sen,màu xanh lá
4,Dịch vụ / địa điểm / thứ tự,Mina bài 16,2,ジョギング nghĩa là gì?,jogingu ngh a l g,Chọn nghĩa tiếng Việt đúng.,chạy bộ,tắm vòi sen,dịch vụ,chuyển tuyến
4,Dịch vụ / địa điểm / thứ tự,Mina bài 16,3,シャワー nghĩa là gì?,shawaa ngh a l g,Chọn nghĩa tiếng Việt đúng.,vòi sen / tắm vòi sen,dịch vụ,chạy bộ,nút bấm
4,Dịch vụ / địa điểm / thứ tự,Mina bài 16,4,緑（みどり） nghĩa là gì?,midori ngh a l g,Chọn nghĩa tiếng Việt đúng.,màu xanh lá / cây xanh,chùa,đền thần đạo,du học sinh
4,Dịch vụ / địa điểm / thứ tự,Mina bài 16,5,おてら nghĩa là gì?,otera ngh a l g,Chọn nghĩa tiếng Việt đúng.,chùa,đền thần đạo,màu xanh lá,dịch vụ
4,Dịch vụ / địa điểm / thứ tự,Mina bài 16,6,じんじゃ nghĩa là gì?,jinja ngh a l g,Chọn nghĩa tiếng Việt đúng.,đền thần đạo,chùa,du học sinh,dịch vụ
4,Dịch vụ / địa điểm / thứ tự,Mina bài 16,7,りゅうがくせい nghĩa là gì?,ryuugakusei ngh a l g,Chọn nghĩa tiếng Việt đúng.,du học sinh,học sinh,nhân viên công ty,người trẻ
4,Dịch vụ / địa điểm / thứ tự,Mina bài 16,8,ばん nghĩa là gì?,ban ngh a l g,Chọn nghĩa tiếng Việt đúng.,số / lượt,mã PIN,số tiền,xác nhận
4,Dịch vụ / địa điểm / thứ tự,Mina bài 16,9,まず nghĩa là gì?,mazu ngh a l g,Chọn nghĩa tiếng Việt đúng.,trước tiên,tiếp theo,sau đó,cuối cùng
4,Dịch vụ / địa điểm / thứ tự,Mina bài 16,10,さいごに nghĩa là gì?,saigoni ngh a l g,Chọn nghĩa tiếng Việt đúng.,cuối cùng,trước tiên,tiếp theo,sau đó
