group_id,group_title,lesson,question_no,question_jp,romaji,meaning_vi,option_a,option_b,option_c,option_d
6,Việt → Nhật / ý kiến,Mina bài 21,1,“nghĩ” là từ nào?,Ngh l t no?,“nghĩ” là từ nào?,思います（おもいます）,言います（いいます）,足ります（たります）,勝ちます（かちます）
6,Việt → Nhật / ý kiến,Mina bài 21,2,“nói” là từ nào?,Ni l t no?,“nói” là từ nào?,言います（いいます）,思います（おもいます）,負けます（まけます）,やめます
6,Việt → Nhật / ý kiến,Mina bài 21,3,“ý kiến” là từ nào?,Kin l t no?,“ý kiến” là từ nào?,意見（いけん）,話（はなし）,本当（ほんとう）,うそ
6,Việt → Nhật / ý kiến,Mina bài 21,4,“câu chuyện” là từ nào?,Cu chuyn l t no?,“câu chuyện” là từ nào?,話（はなし）,意見（いけん）,ニュース,試合（しあい）
6,Việt → Nhật / ý kiến,Mina bài 21,5,“thật” là từ nào?,Tht l t no?,“thật” là từ nào?,本当（ほんとう）,うそ,むだ,不便（ふべん）
6,Việt → Nhật / ý kiến,Mina bài 21,6,“nói dối / lời nói dối” là từ nào?,Ni di / li ni di l t no?,“nói dối / lời nói dối” là từ nào?,うそ,本当（ほんとう）,もちろん,たぶん
6,Việt → Nhật / ý kiến,Mina bài 21,7,“thật sự” là từ nào?,Tht s l t no?,“thật sự” là từ nào?,本当に（ほんとうに）,最近（さいきん）,そんなに,きっと
6,Việt → Nhật / ý kiến,Mina bài 21,8,“về / liên quan đến” là cụm nào?,V / lin quan n l cm no?,“về / liên quan đến” là cụm nào?,〜について,〜までに,〜から,〜だけ
6,Việt → Nhật / ý kiến,Mina bài 21,9,“Bạn nghĩ thế nào?” là câu nào?,Bn ngh th no? l cu no?,“Bạn nghĩ thế nào?” là câu nào?,どう思いますか（どうおもいますか）,どうですか,どうしましたか,どうしてですか
6,Việt → Nhật / ý kiến,Mina bài 21,10,“Tôi cũng nghĩ vậy” là câu nào?,Ti cng ngh vy l cu no?,“Tôi cũng nghĩ vậy” là câu nào?,私（わたし）もそう思います（おもいます）,私（わたし）はそう思いません（おもいません）,私（わたし）もそう言います（いいます）,私（わたし）は帰ります（かえります）
