group_id,group_title,lesson,question_no,question_jp,meaning_vi,option_a,option_b,option_c,option_d
1,Động từ,Mina bài 18,1,できます nghĩa là gì?,Hỏi nghĩa của “できます”.,có thể / biết làm,rửa,hát,vứt
1,Động từ,Mina bài 18,2,あらいます nghĩa là gì?,Hỏi nghĩa của “あらいます”.,rửa,đổi / thay,lái xe,đặt trước
1,Động từ,Mina bài 18,3,ひきます nghĩa là gì?,Hỏi nghĩa của “ひきます”.,chơi đàn / kéo,hát,sưu tầm,tham quan
1,Động từ,Mina bài 18,4,うたいます nghĩa là gì?,Hỏi nghĩa của “うたいます”.,hát,chơi đàn,rửa,lái xe
1,Động từ,Mina bài 18,5,あつめます nghĩa là gì?,Hỏi nghĩa của “あつめます”.,sưu tầm / thu thập,vứt / bỏ,đổi / thay,đặt chỗ
1,Động từ,Mina bài 18,6,すてます nghĩa là gì?,Hỏi nghĩa của “すてます”.,vứt / bỏ,sưu tầm,rửa,hát
1,Động từ,Mina bài 18,7,かえます nghĩa là gì?,Hỏi nghĩa của “かえます”.,đổi / thay,lái xe,đặt trước,tham quan học tập
1,Động từ,Mina bài 18,8,うんてんします nghĩa là gì?,Hỏi nghĩa của “うんてんします”.,lái xe,rửa,hát,sưu tầm
1,Động từ,Mina bài 18,9,よやくします nghĩa là gì?,Hỏi nghĩa của “よやくします”.,đặt trước / đặt chỗ,đổi / thay,lái xe,vứt
1,Động từ,Mina bài 18,10,けんがくします nghĩa là gì?,Hỏi nghĩa của “けんがくします”.,tham quan học tập,đặt chỗ,sưu tầm,cầu nguyện
