group_id,group_title,lesson,question_no,question_jp,meaning_vi,option_a,option_b,option_c,option_d
7,Loại tàu / từ khác,Mina bài 5,1,ふつう nghĩa là gì?,ふつう,thường / thường xuyên,tàu nhanh,tàu tốc hành đặc biệt,tiếp theo
7,Loại tàu / từ khác,Mina bài 5,2,きゅうこう nghĩa là gì?,きゅうこう,tàu nhanh,thường,tàu điện ngầm,taxi
7,Loại tàu / từ khác,Mina bài 5,3,とっきゅう nghĩa là gì?,とっきゅう,tàu tốc hành đặc biệt,tàu nhanh,tàu thường,xe buýt
7,Loại tàu / từ khác,Mina bài 5,4,つぎ nghĩa là gì?,つぎ,tiếp theo,tuần sau,tháng sau,năm sau
7,Loại tàu / từ khác,Mina bài 5,5,ありがとう ございました nghĩa là gì?,ありがとう ございました,cảm ơn rất nhiều,xin lỗi,xin chào,vất vả nhỉ
7,Loại tàu / từ khác,Mina bài 5,6,つぎの 電車（でんしゃ） nghĩa là gì?,つぎの 電車（でんしゃ）,chuyến tàu điện tiếp theo,chuyến xe buýt thường,tàu nhanh đặc biệt,tàu điện ngầm hôm qua
7,Loại tàu / từ khác,Mina bài 5,7,ふつうで 行きます（いきます） nghĩa là gì?,ふつうで 行きます（いきます）,đi bằng tàu thường,đi bằng tàu nhanh,đi bằng taxi,đi bộ
7,Loại tàu / từ khác,Mina bài 5,8,きゅうこうで 行きます（いきます） nghĩa là gì?,きゅうこうで 行きます（いきます）,đi bằng tàu nhanh,đi bằng tàu thường,đi bằng xe đạp,đi bằng máy bay
7,Loại tàu / từ khác,Mina bài 5,9,とっきゅうで 行きます（いきます） nghĩa là gì?,とっきゅうで 行きます（いきます）,đi bằng tàu tốc hành đặc biệt,đi bằng tàu thường,đi bằng xe buýt,đi bộ
7,Loại tàu / từ khác,Mina bài 5,10,つぎは 東京（とうきょう）です nghĩa là gì?,つぎは 東京（とうきょう）です,Tiếp theo là Tokyo.,Tokyo là năm sau.,Tokyo là ngày mai.,Tokyo là tuần trước.
